TIMESTAMP,RECORD,Batt_V_Avg,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_Air_Avg,T_Air_Std,RH,RH_Std,Precip_W_Int60_Avg,Precip_W_Int60_Std,Precip_W_Int60_Max,Precip_W_Int15_Tot,Precip_W_Int15_NRT_Tot,Precip_W_Int15_CK,Precip_W_BucketCont,Precip_W_BucketCont_NRT,Precip_W_Pluvio_Level,Precip_W_T_Cell_Avg,Precip_W_T_Cell_Std,Precip_W_T_ElectricUnit_Avg,Precip_W_T_ElectricUnit_Std,Precip_W_T_HeatRim_Avg,Precip_W_T_HeatRim_Std,Precip_W_SupplyV_Avg,Precip_W_SupplyV_Std,Precip_W_PluvioStat,Precip_W_HeatStat,SR50A_SnowDist0,SR50A_SnowDist0_Std,SR50A_SnowDepth,SR50A_SnowDepth_Std,SR50A_QualityVal,SR50A_QualityVal_Std,PAR_Tot_Avg,PAR_Tot_Std,PAR_Dif_Avg,PAR_Dif_Std,Sun_Count_Tot
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,mm/h,mm/h,mm/h,mm/15min,mm/15min,mm,lt,lt,%,Deg C,Deg C,Deg C,Deg C,Deg C,Deg C,Volts,Volts,,,m,m,m,m,,,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,min
,,Avg,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Smp,Std,Avg,Std,Max,Tot,Tot,Smp,Smp,Smp,Smp,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Smp,Smp,Smp,Std,Smp,Std,Smp,Std,Avg,Std,Avg,Std,Tot
1508501700,7576,12.63,21.72,191,1.562,2.76,0.543,15,0,0,0,0,0,0,0,14.29,0.146,34.01,1.606,0,0,0,0,0,0.18,5.013,5.013,16.71,16.87,0.162,17.84,0.061,22.98,0.147,12.6,0,0,0,2.005,0.002918157,0.003330231,0.003002227,204,7.219,1059,9.89,127.1,2.547,15
1508502600,7577,12.62,21.67,190,2.145,3.24,0.591,15,0,0,0,0,0,0,0,14.11,0.09,39.11,1.941,0,0,0,0,0,0.18,5.013,5.013,16.71,17.13,0.169,17.96,0.049,23.06,0.258,12.59,0.025,0,0,2.013,0.00378535,-0.004754782,0.004015248,182,7.391,1003,64.05,139.1,6.156,15
1508503500,7578,12.62,21.39,223,2.409,3.41,0.571,15,0,0,0,0,0,0,0,13.71,0.295,40.03,2.094,0,0,0,0,0,0.18,5.013,5.013,16.71,17.19,0.196,17.82,0.083,22.24,0.15,12.59,0.025,0,0,2.011,0.00353395,-0.0008685589,0.003029978,190,6.692,979,16.99,131.8,4.349,15
1508504400,7579,12.62,21.1,230,2.45,3.38,0.577,15,0,0,0,0,0,0,0,13.42,0.219,50.6,2.941,0,0,0,0,0,0.18,5.013,5.013,16.71,17.29,0.131,17.56,0.131,21.73,0.379,12.59,0.025,0,0,2.019,0.002351345,-0.00802207,0.002479442,186,5.262,927,10.8,125.1,1.591,15
1508505300,7580,12.62,20.7,250,2.033,3.04,0.576,15,0,0,0,0,0,0,0,13.33,0.086,52.64,0.837,0,0,0,0,0,0.18,5.012,5.012,16.71,16.79,0.27,17.03,0.124,21.08,0.147,12.59,0.034,0,0,2.018,0.002885997,-0.006997585,0.002918085,179,4.697,878,17.86,121.4,2.623,15
1508506200,7581,12.62,20.41,233,2.257,3.22,0.458,15,0,0,0,0,0,0,0,13.45,0.352,56.66,2.114,0,0,0,0,0,0.18,5.012,5.012,16.71,16.53,0.145,16.75,0.12,20.95,0.296,12.59,0.034,0,0,2.022,0.002839413,-0.0143559,0.003017203,180,4.206,815,20.47,119,0.878,15
1508507100,7582,12.61,20.11,262,1.929,3.57,0.733,15,0,0,0,0,0,0,0,13.8,0.218,57.7,0.871,0,0,0,0,0,0.18,5.011,5.012,16.71,16.36,0.136,16.31,0.15,20.3,0.141,12.6,0,0,0,2.029,0.002833178,-0.018821,0.002696388,184,4.767,757.4,13.01,116.3,1.302,15
1508508000,7583,12.63,19.9,193,1.963,3.33,0.786,15,0,0,0,0,0,0,0,13.68,0.12,59.3,0.812,0,0,0,0,0,0.18,5.011,5.011,16.7,16.19,0.182,15.9,0.11,19.93,0.303,12.57,0.044,0,0,2.026,0.003201439,-0.01661062,0.003406518,180,4.942,693.7,21.18,113.3,0.722,15
1508508900,7584,12.61,19.65,233,1.786,3.49,0.718,15,0,0,0,0,0,0,0,13.61,0.144,58.28,0.414,0,0,0,0,0,0.18,5.01,5.01,16.7,15.8,0.132,15.51,0.088,19.26,0.196,12.59,0.025,0,0,2.026,0.003936152,-0.01562381,0.004248145,179,4.139,614.7,22.41,110.5,1.336,15
1508509800,7585,12.62,19.62,222,2.051,2.91,0.471,15,0,0,0,0,0,0,0,13.28,0.216,58.71,0.373,0,0,0,0,0,0.18,5.009,5.009,16.7,15.58,0.111,15.39,0.025,19.21,0.35,12.59,0.025,0,0,2.022,0.001691811,-0.0102942,0.001789959,177,4.234,537.5,23.23,105.7,1.534,15
1508510700,7586,12.62,19.45,240,1.934,3.07,0.595,15,0,0,0,0,0,0,0,12.65,0.162,59.65,0.89,0,0,0,0,0,0.18,5.009,5.009,16.7,15.4,0.151,15.07,0.165,17.79,0.372,12.58,0.04,0,0,2.026,0.001583257,-0.01315475,0.001490072,180,4.123,456.1,24.45,97.8,3.434,15
1508511600,7587,12.6,19.12,253,1.847,2.39,0.346,15,0,0,0,0,0,0,0,12.32,0.345,62.47,1.008,0,0,0,0,0,0.18,5.008,5.008,16.69,15.07,0.125,14.73,0.079,17.11,0.387,12.6,0,0,0,2.022,0.001289272,-0.005112886,0.001996736,176,4.464,366.7,25.57,86.2,3.279,15
1508512500,7588,12.6,18.69,239,1.404,1.98,0.412,15,0,0,0,0,0,0,0,11.71,0.111,62.48,0.607,0,0,0,0,0,0.18,5.007,5.008,16.69,14.73,0.161,14.37,0.085,16.14,0.263,12.57,0.044,0,0,2.013,0.003444807,0.005182743,0.003782006,194,6.944,276.3,28.69,75.37,3.383,15
1508513400,7589,12.61,18.12,222,1.113,1.63,0.412,15,0,0,0,0,0,0,0,10.37,0.476,67.64,1.636,0,0,0,0,0,0.18,5.007,5.007,16.69,14.32,0.151,13.8,0.312,13.32,1.615,12.57,0.047,0,0,2.007,0.0019596,0.01714158,0.00327797,210,4.312,87.5,59.03,55.53,8.61,4
1508514300,7590,12.58,16.8,51,0.93,1.42,0.407,15,0,0,0,0,0,0,0,9.3,0.335,69.35,0.663,0,0,0,0,0,0.18,5.006,5.006,16.69,13.56,0.26,12.54,0.439,9.29,0.826,12.57,0.044,0,0,2.014,0.002112408,0.01324368,0.001934796,204,5.071,39.12,3.491,35.46,4.117,0
1508515200,7591,12.6,15.25,72,0.841,1.32,0.26,15,0,0,0,0,0,0,0,8.66,0.156,70.81,0.671,0,0,0,0,0,0.18,5.006,5.006,16.69,12.36,0.328,10.91,0.422,7.147,0.46,12.55,0.05,0,0,2.016,0.002097602,0.0123167,0.002282437,206,7.392,31.81,2.67,28.34,1.454,0
1508516100,7592,12.59,13.73,68,1.085,1.53,0.276,15,0,0,0,0,0,0,0,8.79,0.271,74.48,0.741,0,0,0,0,0,0.18,5.006,5.006,16.69,11.18,0.369,9.62,0.323,6.007,0.238,12.55,0.05,0,0,2.014,0.001776388,0.01270938,0.001926222,217,4.679,16.2,5.086,15.62,4.511,0
1508517000,7593,12.59,12.33,66,0.773,1.44,0.351,15,0,0,0,0,0,0,0,7.903,0.184,75.51,0.486,0,0,0,0,0,0.18,5.005,5.005,16.68,9.99,0.323,8.6,0.25,4.953,0.283,12.56,0.049,0,0,2.011,0.001496646,0.02117014,0.001784036,221,6.585,3.842,1.732,4.684,1.73,0
1508517900,7594,12.58,11.05,74,0.794,1.04,0.209,15,0,0,0,0,0,0,0,8.33,0.283,77.36,0.653,0,0,0,0,0,0.18,5.004,5.004,16.68,9.09,0.252,7.807,0.214,4.133,0.094,12.55,0.062,0,0,2.014,0.001796318,0.01322365,0.00265503,215,7.338,0.455,0.296,1.751,0.17,0
1508518800,7595,12.6,9.93,74,0.622,1.12,0.261,15,0,0,0,0,0,0,0,8.72,0.535,80.6,0.793,0,0,0,0,0,0.18,5.003,5.004,16.68,8.25,0.25,7.147,0.163,3.867,0.221,12.54,0.071,0,0,2.017,0.001730731,0.0115819,0.002108885,210,4.434,0.341,0,1.683,0.058,0
1508519700,7596,12.6,8.91,54,0.781,1.38,0.326,15,0,0,0,0,0,0,0,9.12,0.351,80.3,0.898,0,0,0,0,0,0.18,5.003,5.003,16.68,7.48,0.251,6.513,0.171,3.967,0.125,12.55,0.062,0,0,2.013,0.002276435,0.01396608,0.002260352,227,6.994,0.341,0,1.683,0.058,0
1508520600,7597,12.6,8.06,69,0.654,1.33,0.278,15,0,0,0,0,0,0,0,10.54,1.261,84,2.008,0,0,0,0,0,0.18,5.002,5.002,16.67,6.967,0.215,6,0.141,3.867,0.221,12.56,0.049,0,0,2.021,0.00262466,-0.0027349,0.005913154,212,8.09,0.307,0.226,1.672,0.068,0
1508521500,7598,12.61,7.343,73,1.099,1.59,0.268,15,0,0,0,0,0,0,0,8.39,0.861,83.2,0.946,0,0,0,0,0,0.18,5.001,5.002,16.67,6.333,0.236,5.547,0.136,3.867,0.221,12.51,0.1,0,0,2.024,0.001781388,0.008842945,0.003408532,209,4.464,0.341,0,1.695,0.043,0
1508522400,7599,12.59,6.713,71,1.332,2,0.435,15,0,0,0,0,0,0,0,7.553,0.25,80.7,1.123,0,0,0,0,0,0.18,5,5.001,16.67,5.907,0.221,5.133,0.094,3.867,0.221,12.55,0.062,0,0,2.021,0.00189267,0.01181436,0.00181234,217,3.862,0.341,0,1.718,0.043,0
1508523300,7600,12.63,6.193,66,0.875,1.37,0.242,15,0,0,0,0,0,0,0,7.862,0.258,77.39,1.054,0,0,0,0,0,0.18,5,5,16.67,5.447,0.222,5,0,3.933,0.17,12.53,0.06,0,0,2.021,0.001454521,0.008267403,0.001429399,210,4.57,0.341,0,1.683,0.058,0
1508524200,7601,12.6,5.815,14,0.625,1.29,0.381,15,0,0,0,0,0,0,0,8.09,0.218,79.48,0.871,0,0,0,0,0,0.18,4.999,4.999,16.66,5.467,0.14,5,0,3.833,0.236,12.54,0.061,0,0,2.019,0.003124123,0.01172543,0.003049424,231,7.886,0.341,0,1.706,0,0
1508525100,7602,12.6,5.527,71,1.161,1.78,0.506,15,0,0,0,0,0,0,0,7.576,0.456,80.2,0.543,0,0,0,0,0,0.18,4.998,4.998,16.66,5.367,0.227,4.98,0.04,3.733,0.249,12.55,0.062,0,0,2.019,0.002026525,0.01432157,0.003282594,233,7.767,0.341,0,1.684,0.058,0
1508526000,7603,12.62,5.258,54,0.933,1.7,0.371,15,0,0,0,0,0,0,0,7.233,0.12,77.71,1.019,0,0,0,0,0,0.18,4.998,4.998,16.66,5.08,0.128,4.787,0.072,3.867,0.221,12.53,0.047,0,0,2.018,0.001712666,0.01482582,0.001934206,228,4.864,0.353,0.043,1.706,0,0
1508526900,7604,12.63,4.999,95,1.153,1.79,0.407,15,0,0,0,0,0,0,0,7.052,0.281,76.25,0.944,0,0,0,0,0,0.18,4.998,4.998,16.66,4.867,0.247,4.653,0.05,3.733,0.249,12.53,0.068,0,0,2.02,0.002568202,0.01516557,0.002183628,222,5.822,0.341,0,1.695,0.043,0
1508527800,7605,12.62,4.764,60,1.164,1.79,0.427,15,0,0,0,0,0,0,0,6.445,0.246,75.31,1.109,0,0,0,0,0,0.18,4.997,4.997,16.66,4.633,0.101,4.48,0.065,3.833,0.236,12.52,0.065,0,0,2.017,0.002026479,0.01950979,0.002227372,241,6.334,0.375,0.092,1.706,0,0
1508528700,7606,12.62,4.539,334,0.733,1.48,0.33,15,0,0,0,0,0,0,0,6.846,0.145,69.54,1.516,0,0,0,0,0,0.18,4.996,4.997,16.66,4.467,0.307,4.347,0.05,3.733,0.249,12.49,0.12,0,0,2.013,0.002872079,0.02082586,0.002862751,237,7.209,0.341,0,1.718,0.043,0
1508529600,7607,12.58,4.373,68,0.962,1.83,0.578,15,0,0,0,0,0,0,0,6.497,0.386,75.21,2.242,0,0,0,0,0,0.18,4.996,4.996,16.65,4.313,0.15,4.333,0.047,3.8,0.245,12.49,0.112,0,0,2.021,0.002825256,0.01789689,0.001962906,233,5.285,0.341,0,1.695,0.043,0
1508530500,7608,12.6,4.193,73,1.593,1.91,0.201,15,0,0,0,0,0,0,0,6.212,0.258,70.5,2.066,0,0,0,0,0,0.18,4.996,4.996,16.65,4.14,0.158,4.147,0.05,3.8,0.245,12.49,0.1,0,0,2.019,0.001681276,0.0173552,0.001693751,236,5.276,0.341,0,1.695,0.043,0
1508531400,7609,12.62,4.127,71,0.851,1.42,0.272,15,0,0,0,0,0,0,0,6.557,0.118,71.31,1.402,0,0,0,0,0,0.18,4.995,4.996,16.65,4.087,0.126,4.207,0.025,3.867,0.221,12.53,0.068,0,0,2.023,0.003339991,0.01306295,0.003542743,220,11.72,0.341,0,1.707,0,0
1508532300,7610,12.61,4.133,64,0.953,1.62,0.266,15,0,0,0,0,0,0,0,6.486,0.136,72.17,1.814,0,0,0,0,0,0.18,4.995,4.995,16.65,4.207,0.214,4.307,0.025,3.933,0.17,12.55,0.05,0,0,2.021,0.001627576,0.0144577,0.001899535,240,5,0.341,0,1.661,0.098,0
1508533200,7611,12.62,4.161,55,0.943,1.37,0.22,15,0,0,0,0,0,0,0,6.382,0.181,72.83,1.132,0,0,0,0,0,0.18,4.995,4.995,16.65,4.28,0.138,4.4,0,3.867,0.221,12.52,0.054,0,0,2.017,0.002624677,0.02137852,0.003072497,244,6.376,0.341,0,1.707,0,0
1508534100,7612,12.6,4.102,71,1.385,1.93,0.364,15,0,0,0,0,0,0,0,5.65,0.163,73.72,1.098,0,0,0,0,0,0.18,4.995,4.995,16.65,4.18,0.16,4.273,0.068,3.633,0.221,12.47,0.124,0,0,2.022,0.002454922,0.01775527,0.00231833,237,6.398,0.319,0.085,1.672,0.092,0
1508535000,7613,12.61,4.011,73,1.16,1.69,0.335,15,0,0,0,0,0,0,0,5.81,0.186,69.85,0.958,0,0,0,0,0,0.18,4.994,4.994,16.65,4.027,0.106,4.127,0.044,3.767,0.249,12.51,0.093,0,0,2.02,0.003953064,0.01771307,0.004305222,238,9.65,0.364,0.085,1.707,0,0
1508535900,7614,12.62,3.975,57,0.937,1.81,0.386,15,0,0,0,0,0,0,0,6.148,0.178,69.24,0.451,0,0,0,0,0,0.18,4.994,4.994,16.65,3.873,0.118,4.107,0.025,3.933,0.17,12.53,0.068,0,0,2.018,0.00227063,0.01892686,0.002213697,243,7.335,0.375,0.128,1.707,0,0
1508536800,7615,12.6,3.992,16,0.738,1.23,0.239,15,0,0,0,0,0,0,0,6.481,0.101,70.77,0.938,0,0,0,0,0,0.18,4.994,4.994,16.65,3.987,0.12,4.247,0.05,3.9,0.2,12.51,0.12,0,0,2.017,0.002174625,0.01907182,0.002127852,244,7.965,0.341,0,1.707,0,0
1508537700,7616,12.62,4.024,47,0.888,1.38,0.254,15,0,0,0,0,0,0,0,6.26,0.134,69.85,1.966,0,0,0,0,0,0.18,4.994,4.994,16.65,4.073,0.211,4.38,0.04,3.933,0.17,12.53,0.057,0,0,2.025,0.002568226,0.01109815,0.002623249,229,7.437,0.353,0.043,1.707,0,0
1508538600,7617,12.59,4.071,44,0.89,1.56,0.363,15,0,0,0,0,0,0,0,6.129,0.216,70.6,1.209,0,0,0,0,0,0.18,4.994,4.994,16.65,4.14,0.265,4.4,0,3.867,0.221,12.53,0.068,0,0,2.018,0.00310843,0.01967645,0.003632817,244,8.97,0.353,0.043,1.695,0.043,0
1508539500,7618,12.62,4.072,67,1.259,1.99,0.42,15,0,0,0,0,0,0,0,5.687,0.286,76.73,2.033,0,0,0,0,0,0.18,4.994,4.994,16.65,4.08,0.075,4.273,0.044,3.767,0.249,12.49,0.129,0,0,2.026,0.004419161,0.01453328,0.004329702,235,9.23,0.341,0,1.695,0.043,0
1508540400,7619,12.62,3.996,63,1.253,1.5,0.19,15,0,0,0,0,0,0,0,5.648,0.196,68.76,2.371,0,0,0,0,0,0.18,4.994,4.994,16.65,3.887,0.154,4.047,0.062,3.767,0.249,12.51,0.044,0,0,2.019,0.002322823,0.01904178,0.002119321,245,5.961,0.341,0,1.707,0,0
1508541300,7620,12.59,3.906,62,1.128,1.7,0.304,15,0,0,0,0,0,0,0,5.949,0.14,68.13,0.366,0,0,0,0,0,0.18,4.994,4.994,16.65,3.74,0.088,4,0,3.667,0.236,12.48,0.091,0,0,2.023,0.002963466,0.01574087,0.003254316,232,8.87,0.341,0,1.695,0.043,0
1508542200,7621,12.61,3.855,74,1.217,1.65,0.315,15,0,0,0,0,0,0,0,5.749,0.118,68.88,0.898,0,0,0,0,0,0.18,4.993,4.993,16.64,3.76,0.162,4,0,3.7,0.245,12.48,0.122,0,0,2.024,0.003306593,0.01535535,0.003442169,229,10.49,0.341,0,1.707,0,0
1508543100,7622,12.57,3.795,65,1.283,1.86,0.343,15,0,0,0,0,0,0,0,5.6,0.198,68.67,0.452,0,0,0,0,0,0.18,4.993,4.993,16.64,3.66,0.102,4,0,3.667,0.236,12.48,0.138,0,0,2.021,0.00118129,0.01888919,0.001222758,246,4.786,0.319,0.137,1.707,0,0
1508544000,7623,12.6,3.703,56,1.172,2.35,0.558,15,0,0,0,0,0,0,0,5.603,0.161,66.01,1.001,0,0,0,0,0,0.18,4.993,4.993,16.64,3.613,0.109,3.92,0.04,3.7,0.245,12.52,0.083,0,0,2.019,0.003739311,0.01996851,0.003681305,233,8.72,0.341,0,1.707,0,0
1508544900,7624,12.61,3.582,73,0.941,1.77,0.38,15,0,0,0,0,0,0,0,5.795,0.135,64.41,0.843,0,0,0,0,0,0.18,4.993,4.993,16.64,3.547,0.178,3.9,0,3.667,0.236,12.55,0.05,0,0,2.023,0.002748763,0.01523399,0.002794124,232,6.993,0.341,0,1.718,0.043,0
1508545800,7625,12.6,3.517,63,0.861,1.47,0.291,15,0,0,0,0,0,0,0,5.783,0.156,64.53,0.701,0,0,0,0,0,0.18,4.992,4.992,16.64,3.447,0.072,3.9,0,3.7,0.245,12.47,0.093,0,0,2.02,0.002654997,0.01870394,0.002894442,238,8.73,0.307,0.128,1.695,0.043,0
1508546700,7626,12.61,3.478,40,0.705,1.99,0.466,15,0,0,0,0,0,0,0,5.868,0.103,62.92,1.25,0,0,0,0,0,0.18,4.992,4.992,16.64,3.453,0.109,3.9,0,3.767,0.249,12.51,0.072,0,0,2.019,0.003234555,0.01859426,0.00332028,238,8.36,0.341,0,1.707,0,0
1508547600,7627,12.55,3.444,64,0.755,1.73,0.398,15,0,0,0,0,0,0,0,5.915,0.235,66.46,1.862,0,0,0,0,0,0.18,4.992,4.992,16.64,3.32,0.16,3.9,0,3.733,0.249,12.53,0.044,0,0,2.03,0.003714255,0.009657145,0.003326814,216,6.51,0.273,0.174,1.707,0,0
1508548500,7628,12.62,3.411,72,1.302,1.74,0.329,15,0,0,0,0,0,0,0,5.597,0.234,70.3,2.161,0,0,0,0,0,0.18,4.992,4.992,16.64,3.433,0.107,3.867,0.047,3.7,0.245,12.48,0.105,0,0,2.023,0.005737261,0.01785588,0.005909568,238,13.87,0.341,0,1.707,0,0
1508549400,7629,12.58,3.403,82,0.881,1.61,0.385,15,0,0,0,0,0,0,0,5.3,0.211,72.33,1.451,0,0,0,0,0,0.18,4.992,4.992,16.64,3.34,0.095,3.767,0.047,3.8,0.245,12.53,0.06,0,0,2.022,0.003559018,0.01648808,0.003462423,237,10.68,0.341,0,1.707,0,0
1508550300,7630,12.6,3.341,77,1.094,1.83,0.42,15,0,0,0,0,0,0,0,9.76,2.46,80.7,3.316,0,0,0,0,0,0.18,4.992,4.992,16.64,3.18,0.168,3.54,0.095,3.567,0.17,12.49,0.144,0,0,2.027,0.005564169,-0.0103209,0.01226866,239,13.07,0.341,0,1.695,0.043,0
1508551200,7631,12.61,3.231,67,0.977,1.74,0.323,15,0,0,0,0,0,0,0,11.85,0.279,76.28,1.948,0,0,0,0,0,0.18,4.992,4.992,16.64,2.893,0.144,3.253,0.062,3.667,0.236,12.53,0.1,0,0,2.028,0.003151014,-0.01252222,0.00366458,224,10.17,0.353,0.043,1.695,0.043,0
1508552100,7632,12.59,3.132,65,1.105,1.78,0.454,15,0,0,0,0,0,0,0,9.8,1.997,66.68,3.289,0,0,0,0,0,0.18,4.992,4.992,16.64,2.827,0.106,3.233,0.047,3.7,0.245,12.51,0.1,0,0,2.03,0.003843621,7.867813e-06,0.008789334,204,11.2,0.307,0.128,1.707,0,0
1508553000,7633,12.61,3.19,87,0.793,1.32,0.3,15,0,0,0,0,0,0,0,7.222,0.434,65.11,1.507,0,0,0,0,0,0.18,4.992,4.992,16.64,2.967,0.087,3.527,0.1,3.867,0.221,12.51,0.057,0,0,2.033,0.006508132,0.00229001,0.006363889,198,17.42,0.341,0,1.707,0,0
1508553900,7634,12.56,3.354,58,0.656,1.61,0.375,15,0,0,0,0,0,0,0,6.619,0.207,61.97,1.851,0,0,0,0,0,0.18,4.991,4.991,16.64,3.2,0.132,3.873,0.1,3.967,0.125,12.53,0.047,0,0,2.028,0.004475124,0.008669615,0.004740385,213,17.21,0.307,0.128,1.695,0.043,0
1508554800,7635,12.61,3.573,65,0.817,1.63,0.412,15,0,0,0,0,0,0,0,6.559,0.095,61.49,1.052,0,0,0,0,0,0.18,4.991,4.991,16.64,3.427,0.106,4.167,0.079,3.867,0.221,12.53,0.057,0,0,2.032,0.004287443,0.004003763,0.004312086,194,12.14,0.364,0.085,1.718,0.043,0
1508555700,7636,12.61,3.755,63,1.069,2.17,0.442,15,0,0,0,0,0,0,0,6.47,0.189,65.35,1.776,0,0,0,0,0,0.18,4.991,4.991,16.64,3.747,0.189,4.36,0.049,3.967,0.125,12.54,0.049,0,0,2.026,0.004080296,0.01101685,0.004334751,218,12.44,0.341,0,1.684,0.058,0
1508556600,7637,12.61,3.922,61,1.313,2.13,0.558,15,0,0,0,0,0,0,0,6.132,0.158,63.95,2.052,0,0,0,0,0,0.18,4.991,4.991,16.64,3.853,0.167,4.4,0,3.9,0.2,12.55,0.05,0,0,2.037,0.003158072,-0.0004816055,0.003156768,191,8.57,0.353,0.043,1.707,0,0
1508557500,7638,12.6,4.067,66,1.22,1.88,0.306,15,0,0,0,0,0,0,0,6.202,0.144,61.81,1.687,0,0,0,0,0,0.18,4.991,4.991,16.64,3.927,0.134,4.487,0.034,3.967,0.125,12.53,0.068,0,0,2.028,0.004716882,0.008434057,0.004822642,199,10.73,0.375,0.092,1.695,0.043,0
1508558400,7639,12.61,4.191,28,1.156,2.1,0.567,15,0,0,0,0,0,0,0,6.621,0.156,59.63,1.574,0,0,0,0,0,0.18,4.991,4.991,16.64,3.967,0.174,4.52,0.04,3.967,0.125,12.53,0.057,0,0,2.026,0.003517563,0.008401155,0.003358769,197,8.27,0.341,0,1.695,0.043,0
1508559300,7640,12.61,4.323,63,1.093,1.97,0.434,15,0,0,0,0,0,0,0,7.009,0.179,66.04,2.584,0,0,0,0,0,0.18,4.991,4.991,16.64,4.053,0.154,4.64,0.049,3.967,0.125,12.53,0.07,0,0,2.035,0.004019935,-0.0007090569,0.003962995,192,8.79,0.341,0,1.695,0.043,0
1508560200,7641,12.6,4.467,57,1.018,2.07,0.5,15,0,0,0,0,0,0,0,6.884,0.255,63.33,1.65,0,0,0,0,0,0.18,4.991,4.991,16.64,4.2,0.089,4.7,0,4,0,12.53,0.057,0,0,2.036,0.002893669,-0.002601385,0.002958918,184,6.869,0.307,0.128,1.706,0,0
1508561100,7642,12.61,4.594,42,1.083,2.19,0.386,15,0,0,0,0,0,0,0,7.001,0.122,62.63,1.384,0,0,0,0,0,0.18,4.991,4.991,16.64,4.3,0.146,4.8,0,4,0,12.53,0.047,0,0,2.036,0.001526081,-0.002161741,0.001587799,185,4.753,0.375,0.128,1.706,0,0
1508562000,7643,12.6,4.738,77,1.017,2.2,0.573,15,0,0,0,0,0,0,0,7.193,0.102,64.8,1.925,0,0,0,0,0,0.18,4.991,4.991,16.64,4.4,0.126,4.86,0.049,4,0,12.53,0.06,0,0,2.036,0.002166431,-0.002915382,0.002404874,188,4.65,0.341,0,1.706,0,0
1508562900,7644,12.62,4.842,55,0.767,1.36,0.411,15,0,0,0,0,0,0,0,7.246,0.155,59.73,2.111,0,0,0,0,0,0.18,4.991,4.991,16.64,4.427,0.139,4.973,0.057,4.093,0.1,12.5,0.082,0,0,2.031,0.002247014,0.0008990765,0.002074733,189,4.693,0.341,0,1.706,0.062,0
1508563800,7645,12.61,4.965,50,0.973,1.9,0.445,15,0,0,0,0,0,0,0,7.319,0.162,60.84,2.181,0,0,0,0,0,0.18,4.991,4.991,16.64,4.533,0.13,5.127,0.044,4.2,0,12.53,0.06,0,0,2.033,0.002962004,0.0006258488,0.003033854,188,4.161,0.341,0,1.706,0,0
1508564700,7646,12.6,5.098,70,1.169,2.18,0.482,15,0,0,0,0,0,0,0,7.256,0.165,62.44,2.128,0,0,0,0,0,0.18,4.991,4.991,16.64,4.707,0.165,5.2,0,4.2,0,12.54,0.049,0,0,2.037,0.00168125,-0.004430771,0.001647365,191,4.524,1.286,0.913,2.435,0.844,0
1508565600,7647,12.59,5.213,55,0.905,1.62,0.389,15,0,0,0,0,0,0,0,7.577,0.241,63,3.106,0,0,0,0,0,0.18,4.991,4.991,16.64,4.793,0.1,5.293,0.025,4.2,0,12.54,0.049,0,0,2.036,0.00241841,-0.0032866,0.002792469,182,4.126,5.802,1.841,6.906,1.973,0
1508566500,7648,12.59,5.3,59,0.667,1.34,0.284,15,0,0,0,0,0,0,0,8.14,0.242,61.57,2.477,0,0,0,0,0,0.18,4.991,4.991,16.64,4.913,0.178,5.38,0.065,4.433,0.249,12.53,0.057,0,0,2.037,0.001961888,-0.007441521,0.00240791,187,5.576,16.99,5.334,18.05,5.409,0
1508567400,7649,12.61,5.435,30,1.027,1.8,0.412,15,0,0,0,0,0,0,0,8.3,0.128,61.79,1.814,0,0,0,0,0,0.18,4.991,4.991,16.64,4.973,0.195,5.54,0.049,4.713,0.05,12.53,0.06,0,0,2.038,0.001939036,-0.009016037,0.002161888,178,5.615,38.2,4.88,39.48,4.952,0
1508568300,7650,12.61,5.625,260,0.667,1.16,0.195,15,0,0,0,0,0,0,0,9.15,0.837,57.73,2.325,0,0,0,0,0,0.18,4.991,4.991,16.64,5.053,0.189,5.787,0.102,4.94,0.193,12.53,0.06,0,0,2.032,0.002154088,-0.0127058,0.003043842,191,5.606,46.53,2.905,47.85,2.869,0
1508569200,7651,12.62,5.885,53,0.932,1.79,0.429,15,0,0,0,0,0,0,0,11.29,0.212,62.11,2.192,0,0,0,0,0,0.18,4.991,4.991,16.64,5.287,0.189,6.12,0.091,5.4,0,12.53,0.06,0,0,2.035,0.001651938,-0.01600456,0.00191893,174,6.355,57.85,7.597,59.09,7.737,0
1508570100,7652,12.61,6.14,54,0.782,1.42,0.389,15,0,0,0,0,0,0,0,11.54,0.241,61.05,2.518,0,0,0,0,0,0.18,4.99,4.991,16.64,5.447,0.26,6.427,0.1,5.893,0.262,12.55,0.05,0,0,2.033,0.001460575,-0.01520777,0.002020723,178,3.958,103.6,19.99,105.1,19.99,0
