TIMESTAMP,RECORD,Batt_V_Avg,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_Air_Avg,T_Air_Std,RH,RH_Std,Precip_W_Int60_Avg,Precip_W_Int60_Std,Precip_W_Int60_Max,Precip_W_Int15_Tot,Precip_W_Int15_NRT_Tot,Precip_W_Int15_CK,Precip_W_BucketCont,Precip_W_BucketCont_NRT,Precip_W_Pluvio_Level,Precip_W_T_Cell_Avg,Precip_W_T_Cell_Std,Precip_W_T_ElectricUnit_Avg,Precip_W_T_ElectricUnit_Std,Precip_W_T_HeatRim_Avg,Precip_W_T_HeatRim_Std,Precip_W_SupplyV_Avg,Precip_W_SupplyV_Std,Precip_W_PluvioStat,Precip_W_HeatStat,SR50A_SnowDist0,SR50A_SnowDist0_Std,SR50A_SnowDepth,SR50A_SnowDepth_Std,SR50A_QualityVal,SR50A_QualityVal_Std,PAR_Tot_Avg,PAR_Tot_Std,PAR_Dif_Avg,PAR_Dif_Std,Sun_Count_Tot
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,mm/h,mm/h,mm/h,mm/15min,mm/15min,mm,lt,lt,%,Deg C,Deg C,Deg C,Deg C,Deg C,Deg C,Volts,Volts,,,m,m,m,m,,,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,min
,,Avg,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Smp,Std,Avg,Std,Max,Tot,Tot,Smp,Smp,Smp,Smp,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Smp,Smp,Smp,Std,Smp,Std,Smp,Std,Avg,Std,Avg,Std,Tot
1510988400,10339,12.6,-6.622,81,1.053,1.92,0.425,15,0,0,0,0,0,0,0,-5.178,0.158,68.17,1.64,0,0,0,0,0,51.16,6.489,6.489,21.63,-6.4,0.073,-5.773,0.044,-3.127,0.1,12.37,0.162,0,0,1.946,0.003242769,0.1316826,0.003019888,222,17.33,25.25,2.704,25.91,2.658,0
1510989300,10340,12.59,-6.664,19,1.073,1.7,0.317,15,0,0,0,0,0,0,0,-4.781,0.127,62.92,1.611,0,0,0,0,0,51.16,6.489,6.489,21.63,-6.44,0.095,-5.8,0,-3.1,0,12.44,0.136,0,0,1.943,0.003735714,0.1333054,0.003832736,235,21.04,33.73,2.522,34.48,2.433,0
1510990200,10341,12.61,-6.636,59,0.867,1.63,0.303,15,0,0,0,0,0,0,0,-4.763,0.066,71.23,2.309,0,0,0,0,0,51.16,6.488,6.488,21.63,-6.4,0.082,-5.74,0.049,-3.06,0.206,12.45,0.102,0,0,1.945,0.002727636,0.1319382,0.002775966,230,17.75,41.13,1.795,41.55,1.763,0
1510991100,10342,12.6,-6.593,36,0.865,1.44,0.375,15,0,0,0,0,0,0,0,-4.603,0.077,65.14,1.883,0,0,0,0,0,51.16,6.488,6.488,21.63,-6.44,0.102,-5.66,0.049,-2.547,0.088,12.44,0.102,0,0,1.952,0.0039101,0.1241994,0.003956303,199,22.29,47.28,1.594,47.95,1.785,0
1510992000,10343,12.6,-6.534,37,1.061,1.85,0.341,15,0,0,0,0,0,0,0,-4.523,0.083,65.84,1.436,0,0,0,0,0,51.16,6.488,6.488,21.63,-6.387,0.102,-5.553,0.05,-2.48,0.098,12.44,0.12,0,0,1.941,0.00265831,0.1352934,0.002669598,257,16.84,52.76,1.459,52.97,1.239,0
1510992900,10344,12.58,-6.451,54,0.949,1.86,0.423,15,0,0,0,0,0,0,0,-4.541,0.087,65.79,1.167,0,0,0,0,0,51.16,6.488,6.488,21.63,-6.24,0.12,-5.433,0.047,-2.4,0,12.49,0.034,0,0,1.946,0.003229028,0.1299106,0.003294059,206,19.38,57.6,1.08,58.19,1.356,0
1510993800,10345,12.6,-6.306,71,1.441,2.25,0.462,15,0,0,0,0,0,0,0,-4.421,0.038,62.85,1.551,0,0,0,0,0,51.16,6.488,6.488,21.63,-6.153,0.115,-5.327,0.068,-2.6,0,12.4,0.115,0,0,1.945,0.002390734,0.1305406,0.0023737,232,13.06,61.9,1.292,62.72,1.376,0
1510994700,10346,12.57,-6.104,56,1.122,1.56,0.286,15,0,0,0,0,0,0,0,-4.35,0.139,61.86,1.582,0,0,0,0,0,51.16,6.487,6.487,21.62,-5.953,0.141,-5.14,0.049,-2.56,0.08,12.44,0.102,0,0,1.941,0.002688235,0.1335957,0.002749969,237,16.01,65.79,1.239,67,1.373,0
1510995600,10347,12.59,-5.907,48,1.256,1.66,0.239,15,0,0,0,0,0,0,0,-4.268,0.15,60.76,2.064,0,0,0,0,0,51.16,6.487,6.487,21.62,-5.84,0.125,-4.96,0.049,-2.4,0,12.47,0.107,0,0,1.943,0.002497994,0.1311315,0.002514534,211,15.35,69.92,1.233,71.27,1.083,0
1510996500,10348,12.58,-5.748,47,1.205,1.74,0.365,15,0,0,0,0,0,0,0,-3.595,0.178,51.52,2.21,0,0,0,0,0,51.16,6.486,6.487,21.62,-5.733,0.125,-4.727,0.1,-2.233,0.236,12.45,0.102,0,0,1.941,0.001781387,0.1305526,0.001816898,205,10.23,73.8,0.895,74.88,1.128,0
1510997400,10349,12.56,-5.501,77,1.287,2.44,0.59,15,0,0,0,0,0,0,0,-3.433,0.145,63.81,2.548,0,0,0,0,0,51.16,6.486,6.486,21.62,-5.5,0.146,-4.427,0.093,-2.167,0.249,12.44,0.102,0,0,1.939,0.001857135,0.1348666,0.001954089,265,15.18,76.71,1.04,77.89,1.114,0
1510998300,10350,12.61,-5.31,33,1.499,3.06,0.739,15,0,0,0,0,0,0,0,-3.923,0.314,63.74,3.485,0,0,0,0,0,51.16,6.486,6.486,21.62,-5.313,0.096,-4.28,0.04,-2.333,0.17,12.44,0.102,0,0,1.94,0.002669992,0.1346719,0.002259766,229,9.32,79.47,0.712,80.8,0.71,0
1510999200,10351,12.61,-5.154,59,0.91,2.15,0.511,15,0,0,0,0,0,0,0,-3.795,0.143,62.12,1.659,0,0,0,0,0,51.16,6.486,6.486,21.62,-5.267,0.119,-4.2,0,-2,0.2,12.48,0.04,0,0,1.933,0.002727639,0.1399153,0.002723535,265,18.76,82.2,0.996,83.5,0.952,0
1511000100,10352,12.58,-5.042,34,1.165,2.03,0.558,15,0,0,0,0,0,0,0,-3.536,0.198,56.05,2.44,0,0,0,0,0,51.16,6.486,6.486,21.62,-5.133,0.101,-4.16,0.049,-1.88,0.075,12.43,0.1,0,0,1.936,0.001982154,0.1360215,0.001900639,221,11.74,85.1,0.895,86.4,0.929,0
1511001000,10353,12.61,-4.888,87,0.915,1.54,0.388,15,0,0,0,0,0,0,0,-3.31,0.186,56.11,1.736,0,0,0,0,0,51.16,6.486,6.486,21.62,-5.053,0.109,-4.007,0.077,-1.76,0.15,12.49,0.025,0,0,1.935,0.002444055,0.1365284,0.002348431,259,15.58,87.5,0.624,88.9,0.733,0
1511001900,10354,12.6,-4.734,80,1.607,2.03,0.399,15,0,0,0,0,0,0,0,-3.473,0.132,58.43,1.501,0,0,0,0,0,51.16,6.486,6.486,21.62,-4.887,0.102,-3.82,0.04,-1.6,0,12.45,0.109,0,0,1.941,0.002498016,0.1319687,0.002375372,222,11.56,89.6,0.641,91.1,0.521,0
1511002800,10355,12.6,-4.599,81,1.674,2.55,0.365,15,0,0,0,0,0,0,0,-3.542,0.142,53.24,1.341,0,0,0,0,0,51.16,6.485,6.485,21.62,-4.76,0.088,-3.787,0.034,-1.78,0.147,12.47,0.107,0,0,1.938,0.001340005,0.1337291,0.001312909,230,10.92,92.3,0.903,93.6,0.949,0
1511003700,10356,12.6,-4.493,79,1.38,2.33,0.491,15,0,0,0,0,0,0,0,-3.103,0.143,53.83,1.454,0,0,0,0,0,51.16,6.485,6.485,21.62,-4.707,0.129,-3.627,0.077,-1.467,0.189,12.41,0.129,0,0,1.938,0.001820885,0.1330587,0.001668775,227,8.55,96.1,1.622,97.5,1.525,0
1511004600,10357,12.6,-4.305,260,1.033,2.11,0.501,15,0,0,0,0,0,0,0,-2.548,0.555,42.9,4.416,0,0,0,0,0,51.16,6.485,6.485,21.62,-4.593,0.144,-3.4,0.11,-1.1,0.141,12.41,0.126,0,0,1.932,0.002628052,0.1339283,0.00193985,218,13.87,137.7,90.5,105.7,5.485,2
1511005500,10358,12.6,-3.036,91,0.571,1.02,0.28,15,0,0,0,0,0,0,0,-0.781,0.607,40.18,1.935,0,0,0,0,0,51.16,6.483,6.484,21.61,-4.087,0.296,-2.053,0.859,3.247,2.367,12.49,0.062,0,0,1.935,0.002039604,0.1232656,0.003081848,207,15.43,814,41.28,125.6,1.182,15
1511006400,10359,12.6,1.348,257,0.532,1.03,0.224,15,0,0,0,0,0,0,0,0.937,0.647,36.85,2.631,0,0,0,0,0,51.16,6.48,6.481,21.6,-2.213,0.705,1.767,1.252,9.35,1.261,12.54,0.049,0,0,1.927,0.002856568,0.1259369,0.001845319,203,7.434,815,4.006,127,0.293,15
1511007300,10360,12.61,5.439,85,0.655,1.41,0.278,15,0,0,0,0,0,0,0,2.037,0.464,38.87,3.781,0,0,0,0,0,51.16,6.479,6.479,21.6,0.673,0.874,5.58,0.959,12.31,0.574,12.57,0.047,0,0,1.925,0.002332381,0.1306794,0.002562922,198,7.134,798.4,6.838,128.2,0.351,15
1511008200,10361,12.62,8.3,108,1.013,2.4,0.566,15,0,0,0,0,0,0,0,1.713,0.316,27.74,4.784,0,0,0,0,0,51.16,6.479,6.479,21.6,3.22,0.616,7.847,0.446,13.38,0.232,12.51,0.115,0,0,1.925,0.002048309,0.127609,0.002010363,199,3.998,769.5,10.54,124.8,2.39,15
1511009100,10362,12.62,10.42,207,0.825,1.83,0.487,15,0,0,0,0,0,0,0,2.393,0.402,26.62,3.003,0,0,0,0,0,51.16,6.479,6.479,21.6,5.133,0.517,9.23,0.343,14.19,0.382,12.55,0.062,0,0,1.925,0.00218684,0.1293107,0.002512063,194,7.126,730.3,11.83,119.4,1.362,15
1511010000,10363,12.61,11.61,156,0.673,2.01,0.53,15,0,0,0,0,0,0,0,2.077,0.525,28.67,2.996,0,0,0,0,0,51.16,6.48,6.48,21.6,6.433,0.265,9.57,0.057,13.33,0.189,12.57,0.044,0,0,1.926,0.002796812,0.1252162,0.003124231,181,6.777,687.6,13.19,114.7,1.563,15
1511010900,10364,12.61,12.45,272,1.145,2.47,0.611,15,0,0,0,0,0,0,0,2.275,0.459,25.75,3.14,0,0,0,0,0,51.16,6.481,6.48,21.6,7.06,0.174,9.86,0.08,13.48,0.248,12.57,0.047,0,0,1.929,0.002217107,0.1223242,0.002394684,196,5.654,636.7,16.55,108.9,1.514,15
1511011800,10365,12.6,12.81,239,1.27,2.25,0.612,15,0,0,0,0,0,0,0,1.652,0.415,26.62,2.029,0,0,0,0,0,51.16,6.482,6.481,21.6,7.407,0.106,9.44,0.294,11.79,0.569,12.55,0.062,0,0,1.924,0.002526314,0.1281859,0.001768032,193,2.872,573.4,19.56,103.8,1.398,15
1511012700,10366,12.62,12.59,209,2.199,3.58,0.697,15,0,0,0,0,0,0,0,2.048,0.085,23.45,1.146,0,0,0,0,0,51.16,6.482,6.482,21.61,7.1,0.171,8.65,0.278,10.07,0.668,12.55,0.05,0,0,1.923,0.0009797881,0.1294296,0.001042624,195,2.417,508.4,18.35,98.5,1.489,15
1511013600,10367,12.6,12.09,210,1.206,2.35,0.575,15,0,0,0,0,0,0,0,1.859,0.093,26.6,1.299,0,0,0,0,0,51.16,6.482,6.482,21.61,6.58,0.254,7.773,0.124,9.17,0.202,12.57,0.047,0,0,1.928,0.002006659,0.1256071,0.002195565,195,3.449,449.2,17.3,92.6,1.835,15
1511014500,10368,12.62,11.87,218,1.545,2.62,0.711,15,0,0,0,0,0,0,0,1.743,0.145,26.74,1.503,0,0,0,0,0,51.16,6.482,6.482,21.61,6.16,0.136,7.327,0.208,8.53,0.437,12.53,0.047,0,0,1.929,0.001833034,0.1260446,0.00186509,190,5.406,379.3,22.05,85.5,2.063,15
1511015400,10369,12.63,11.35,212,1.549,2.43,0.658,15,0,0,0,0,0,0,0,1.46,0.143,26.19,1.271,0,0,0,0,0,51.16,6.482,6.482,21.61,5.747,0.263,6.46,0.336,7.26,0.483,12.54,0.061,0,0,1.929,0.00140474,0.1252614,0.00150588,189,4.155,301.7,22.43,77.9,2.385,15
1511016300,10370,12.62,10.88,218,0.878,1.91,0.462,15,0,0,0,0,0,0,0,1.323,0.341,28.07,3.002,0,0,0,0,0,51.16,6.482,6.482,21.61,4.947,0.374,5.047,0.376,4.973,0.886,12.53,0.068,0,0,1.928,0.002418441,0.1278813,0.002675739,189,4.469,224,22.28,68.42,2.987,15
1511017200,10371,12.61,10.72,2,0.823,2.39,0.586,15,0,0,0,0,0,0,0,1.167,0.368,37.62,2.778,0,0,0,0,0,51.16,6.482,6.482,21.61,4.033,0.166,4.32,0.098,4.507,0.55,12.53,0.1,0,0,1.934,0.002028689,0.1244576,0.002580536,190,1.993,113.6,57.2,54.5,5.892,9
1511018100,10372,12.62,9.69,93,0.748,1.88,0.491,15,0,0,0,0,0,0,0,-0.656,0.417,55.43,6.153,0,0,0,0,0,51.16,6.482,6.482,21.61,3.28,0.317,3.487,0.413,3,0.312,12.47,0.134,0,0,1.938,0.001586058,0.1266768,0.001801238,194,6.011,37.49,4.004,37.91,3.994,0
1511019000,10373,12.6,7.848,68,1.087,1.83,0.338,15,0,0,0,0,0,0,0,-1.311,0.328,55.36,5.353,0,0,0,0,0,51.16,6.482,6.482,21.61,2.093,0.379,1.773,0.516,1.28,0.319,12.51,0.112,0,0,1.94,0.001854756,0.1264812,0.001609063,194,5.354,22.62,4.542,22.86,4.495,0
1511019900,10374,12.61,5.93,21,0.83,1.67,0.403,15,0,0,0,0,0,0,0,-2.274,0.181,47.45,2.11,0,0,0,0,0,51.16,6.482,6.482,21.61,0.88,0.389,0.207,0.422,0.54,0.287,12.47,0.125,0,0,1.939,0.001436047,0.129217,0.001479157,198,5.174,7.347,3.113,7.973,2.915,0
1511020800,10375,12.6,4.11,78,1.368,2.6,0.718,15,0,0,0,0,0,0,0,-2.457,0.2,58.91,3.74,0,0,0,0,0,51.16,6.482,6.482,21.61,-0.28,0.297,-1.007,0.298,-0.213,0.314,12.49,0.109,0,0,1.942,0.001375964,0.1276062,0.001323959,196,3.021,1.24,0.982,2.298,0.783,0
1511021700,10376,12.6,2.481,47,0.895,1.88,0.422,15,0,0,0,0,0,0,0,-2.549,0.164,44.92,3.022,0,0,0,0,0,51.16,6.481,6.481,21.6,-1.3,0.316,-1.887,0.196,-0.847,0.136,12.5,0.097,0,0,1.944,0.001454496,0.1246803,0.001621355,195,5.931,0.375,0.128,1.661,0.075,0
1511022600,10377,12.6,1.134,43,1.201,2.53,0.684,15,0,0,0,0,0,0,0,-2.775,0.214,50.45,2.754,0,0,0,0,0,51.16,6.48,6.48,21.6,-2.04,0.268,-2.447,0.145,-1.16,0.102,12.45,0.102,0,0,1.941,0.001388843,0.1297998,0.001478735,197,9.09,0.341,0,1.673,0.068,0
1511023500,10378,12.6,0.005,83,1.231,3.16,0.824,15,0,0,0,0,0,0,0,-3.3,0.284,57.89,3.3,0,0,0,0,0,51.16,6.48,6.48,21.6,-2.6,0.197,-2.873,0.139,-1.227,0.1,12.43,0.114,0,0,1.945,0.001619323,0.1281235,0.001249912,194,5.231,0.33,0.043,1.661,0.132,0
1511024400,10379,12.63,-0.969,70,1.409,2.57,0.684,15,0,0,0,0,0,0,0,-3.749,0.149,56.34,2.886,0,0,0,0,0,51.16,6.478,6.479,21.6,-3.14,0.185,-3.347,0.126,-1.64,0.102,12.47,0.07,0,0,1.945,0.001222021,0.1284078,0.001219744,189,6.322,0.341,0,1.684,0.058,0
1511025300,10380,12.63,-1.832,72,1.783,2.43,0.424,15,0,0,0,0,0,0,0,-4.308,0.215,64.03,1.871,0,0,0,0,0,51.16,6.478,6.478,21.59,-3.613,0.145,-3.807,0.144,-2.027,0.282,12.41,0.144,0,0,1.949,0.002256818,0.1269512,0.002518954,198,7.428,0.341,0,1.685,0.058,0
1511026200,10381,12.6,-2.561,76,1.945,3.18,0.792,15,0,0,0,0,0,0,0,-4.679,0.191,59.54,1.91,0,0,0,0,0,51.16,6.477,6.478,21.59,-4.073,0.106,-4.307,0.134,-2.587,0.05,12.46,0.088,0,0,1.946,0.001436029,0.131273,0.001280103,193,3.117,0.341,0,1.639,0.104,0
1511027100,10382,12.6,-3.159,75,1.773,2.61,0.626,15,0,0,0,0,0,0,0,-4.676,0.242,61.91,2.288,0,0,0,0,0,51.16,6.476,6.476,21.59,-4.387,0.141,-4.627,0.085,-2.667,0.17,12.43,0.134,0,0,1.951,0.002143737,0.1266623,0.001866086,195,3.703,0.342,0,1.628,0.085,0
1511028000,10383,12.62,-3.693,29,1.393,2.81,0.721,15,0,0,0,0,0,0,0,-4.542,0.366,33.9,6.256,0,0,0,0,0,51.16,6.475,6.476,21.59,-4.747,0.131,-4.887,0.034,-2.733,0.221,12.47,0.094,0,0,1.943,0.002270589,0.1302274,0.002117887,194,4.654,0.342,0,1.674,0.068,0
1511028900,10384,12.58,-4.104,84,1.131,3.08,0.858,15,0,0,0,0,0,0,0,-3.093,0.233,40.17,3.581,0,0,0,0,0,51.16,6.474,6.474,21.58,-4.927,0.118,-4.68,0.133,-2.34,0.233,12.42,0.156,0,0,1.945,0.002309416,0.1248147,0.002415928,205,7.547,0.342,0,1.674,0.068,0
1511029800,10385,12.59,-4.294,68,1.025,2.39,0.691,15,0,0,0,0,0,0,0,-3.095,0.212,40.72,2.273,0,0,0,0,0,51.16,6.473,6.473,21.58,-4.773,0.1,-4.28,0.091,-2.167,0.249,12.47,0.107,0,0,1.942,0.001549199,0.1293257,0.001627521,217,12.62,0.342,0,1.651,0.119,0
1511030700,10386,12.56,-4.41,49,1.019,2.51,0.62,15,0,0,0,0,0,0,0,-3.152,0.224,46.76,3.756,0,0,0,0,0,51.16,6.472,6.472,21.57,-4.62,0.105,-4.067,0.047,-1.9,0,12.43,0.125,0,0,1.944,0.002303609,0.1291113,0.001991746,183,7.684,0.342,0,1.628,0.106,0
1511031600,10387,12.6,-4.517,72,1.951,4.87,1.122,15,0,0,0,0,0,0,0,-3.874,0.394,32.04,5.544,0,0,0,0,0,51.16,6.471,6.472,21.57,-4.627,0.085,-4.113,0.072,-2.28,0.234,12.43,0.118,0,0,1.938,0.002985908,0.1322668,0.002278771,196,5.312,0.307,0.128,1.685,0.058,0
1511032500,10388,12.58,-4.595,25,1.07,1.87,0.403,15,0,0,0,0,0,0,0,-1.958,0.28,37.06,3.46,0,0,0,0,0,51.16,6.47,6.47,21.57,-4.607,0.118,-3.82,0.197,-1.827,0.264,12.38,0.16,0,0,1.942,0.002366442,0.1252993,0.002749316,190,2.821,0.342,0,1.617,0.151,0
1511033400,10389,12.6,-4.529,78,1.465,2.76,0.861,15,0,0,0,0,0,0,0,-3.067,0.547,54.24,5.605,0,0,0,0,0,51.16,6.47,6.469,21.56,-4.3,0.089,-3.493,0.044,-1.813,0.193,12.5,0,0,0,1.95,0.003498567,0.1253011,0.002633197,192,14.67,0.342,0,1.685,0.058,0
1511034300,10390,12.59,-4.565,73,1.757,2.97,0.649,15,0,0,0,0,0,0,0,-4.313,0.328,51.2,3.896,0,0,0,0,0,51.16,6.469,6.469,21.56,-4.387,0.109,-3.88,0.168,-2.48,0.098,12.47,0.07,0,0,1.948,0.002669988,0.1285135,0.002650588,196,5.632,0.342,0,1.674,0.068,0
1511035200,10391,12.6,-4.702,101,1.362,3.2,0.751,15,0,0,0,0,0,0,0,-4.049,0.575,23.43,8.08,0,0,0,0,0,51.16,6.469,6.469,21.56,-4.66,0.14,-4.393,0.093,-2.587,0.05,12.47,0.077,0,0,1.938,0.004349217,0.129771,0.003472848,185,14.43,0.342,0,1.697,0.043,0
1511036100,10392,12.6,-4.782,76,0.978,2.45,0.624,15,0,0,0,0,0,0,0,-2.771,0.484,41.96,4.721,0,0,0,0,0,51.16,6.468,6.468,21.56,-4.767,0.107,-4.167,0.114,-2.167,0.249,12.47,0.077,0,0,1.943,0.001806157,0.127843,0.001835677,198,5.987,0.342,0,1.64,0.104,0
1511037000,10393,12.58,-4.758,94,1.275,2.97,0.761,15,0,0,0,0,0,0,0,-3.121,0.207,41.86,3.923,0,0,0,0,0,51.16,6.467,6.467,21.56,-4.64,0.095,-3.987,0.034,-2.2,0.245,12.49,0.034,0,0,1.938,0.002351362,0.1337901,0.002769402,188,6.771,0.33,0.043,1.628,0.106,0
1511037900,10394,12.62,-4.722,93,1.785,3.35,0.755,15,0,0,0,0,0,0,0,-2.631,0.552,26.78,4.52,0,0,0,0,0,51.16,6.466,6.466,21.55,-4.573,0.118,-3.813,0.088,-1.86,0.102,12.46,0.049,0,0,1.935,0.003525172,0.1296638,0.003058973,184,8.06,0.342,0,1.685,0.058,0
1511038800,10395,12.61,-4.519,23,1.285,1.95,0.375,15,0,0,0,0,0,0,0,-1.742,0.237,35.75,2.386,0,0,0,0,0,51.16,6.465,6.465,21.55,-4.367,0.199,-3.16,0.209,-1.307,0.177,12.37,0.14,0,0,1.942,0.002390754,0.1251775,0.002586406,189,7.878,0.342,0,1.685,0.058,0
1511039700,10396,12.58,-4.331,107,1.127,2.78,0.755,15,0,0,0,0,0,0,0,-1.887,0.377,27.31,4.392,0,0,0,0,0,51.16,6.464,6.464,21.55,-4,0.167,-2.78,0.065,-1.02,0.147,12.46,0.088,0,0,1.933,0.003820426,0.134023,0.003830011,195,7.89,0.342,0,1.662,0.076,0
1511040600,10397,12.59,-4.176,2,0.996,1.96,0.42,15,0,0,0,0,0,0,0,-1.772,0.38,32.76,4.004,0,0,0,0,0,51.16,6.464,6.464,21.55,-3.753,0.12,-2.66,0.049,-1.14,0.12,12.44,0.108,0,0,1.942,0.003767712,0.1250556,0.003802455,184,4.395,0.307,0.128,1.662,0.076,0
1511041500,10398,12.6,-4.078,29,0.619,1.49,0.275,15,0,0,0,0,0,0,0,-2.955,0.38,41.04,2.618,0,0,0,0,0,51.16,6.463,6.463,21.54,-3.653,0.102,-2.78,0.133,-1.2,0,12.46,0.125,0,0,1.945,0.001806165,0.1285465,0.001749515,200,5.714,0.342,0,1.64,0.104,0
1511042400,10399,12.63,-4.123,39,0.929,1.76,0.362,15,0,0,0,0,0,0,0,-3.555,0.236,44.77,4.901,0,0,0,0,0,51.16,6.463,6.463,21.54,-3.88,0.164,-3.3,0.163,-1.52,0.16,12.44,0.088,0,0,1.946,0.002305557,0.1273085,0.002359228,189,5.279,0.364,0.085,1.685,0.058,0
1511043300,10400,12.59,-4.288,80,0.979,2.43,0.581,15,0,0,0,0,0,0,0,-4.474,0.229,52.71,3.568,0,0,0,0,0,51.16,6.464,6.464,21.55,-4.233,0.17,-3.887,0.186,-2.08,0.271,12.46,0.088,0,0,1.949,0.001481743,0.1279521,0.001770038,194,4.38,0.353,0.043,1.662,0.076,0
1511044200,10401,12.6,-4.53,46,1.406,2.65,0.775,15,0,0,0,0,0,0,0,-5.027,0.165,51.78,3.195,0,0,0,0,0,51.16,6.464,6.464,21.55,-4.72,0.164,-4.6,0.231,-2.927,0.291,12.48,0.075,0,0,1.948,0.001920658,0.1298653,0.002140392,189,3.454,0.342,0,1.662,0.076,0
1511045100,10402,12.6,-4.813,50,0.583,1.67,0.351,15,0,0,0,0,0,0,0,-4.05,0.355,49.5,3.773,0,0,0,0,0,51.16,6.463,6.463,21.54,-5.1,0.121,-5.053,0.05,-2.693,0.257,12.49,0.025,0,0,1.948,0.001691795,0.1261195,0.002117592,192,5.039,0.342,0,1.605,0.122,0
1511046000,10403,12.6,-5.03,58,0.819,1.95,0.525,15,0,0,0,0,0,0,0,-4.233,0.24,56.65,3.725,0,0,0,0,0,51.16,6.463,6.463,21.54,-5.3,0.103,-5.1,0,-2.4,0,12.37,0.144,0,0,1.949,0.001540566,0.128198,0.00139654,190,3.847,0.353,0.043,1.651,0.135,0
1511046900,10404,12.61,-5.255,29,1.483,2.65,0.775,15,0,0,0,0,0,0,0,-4.822,0.411,56.28,5.185,0,0,0,0,0,51.16,6.462,6.463,21.54,-5.6,0.126,-5.227,0.044,-2.68,0.266,12.42,0.122,0,0,1.947,0.0028952,0.1316533,0.002833515,191,3.241,0.342,0,1.64,0.174,0
1511047800,10405,12.6,-5.445,55,1.005,2.23,0.592,15,0,0,0,0,0,0,0,-4.782,0.239,58.24,2.251,0,0,0,0,0,51.16,6.462,6.462,21.54,-5.72,0.091,-5.44,0.071,-3.06,0.206,12.43,0.134,0,0,1.948,0.002061283,0.1307873,0.002019014,188,4.919,0.342,0,1.662,0.098,0
1511048700,10406,12.59,-5.638,75,1.627,2.44,0.572,15,0,0,0,0,0,0,0,-5.279,0.171,59.24,2.395,0,0,0,0,0,51.16,6.462,6.462,21.54,-5.887,0.115,-5.587,0.072,-3.313,0.2,12.39,0.126,0,0,1.951,0.001768865,0.1286701,0.001803283,188,4.773,0.364,0.085,1.685,0.085,0
1511049600,10407,12.6,-5.799,88,1.301,2.32,0.616,15,0,0,0,0,0,0,0,-4.835,0.157,60.99,3.222,0,0,0,0,0,51.16,6.462,6.462,21.54,-6.08,0.091,-5.7,0,-3.153,0.136,12.44,0.088,0,0,1.952,0.002828436,0.1247849,0.003178555,188,4.841,0.342,0,1.708,0,0
1511050500,10408,12.6,-5.92,35,1.119,2.54,0.664,15,0,0,0,0,0,0,0,-4.672,0.33,50.77,4.73,0,0,0,0,0,51.16,6.461,6.461,21.54,-6.093,0.077,-5.613,0.062,-2.8,0.245,12.44,0.12,0,0,1.947,0.00230554,0.1273402,0.002219141,189,4.753,0.342,0,1.628,0.123,0
1511051400,10409,12.58,-5.962,53,1.509,2.92,0.765,15,0,0,0,0,0,0,0,-4.781,0.352,60.4,1.994,0,0,0,0,0,51.16,6.461,6.461,21.54,-6.127,0.129,-5.5,0,-2.9,0.245,12.43,0.119,0,0,1.951,0.001783879,0.1266292,0.001967505,187,4.654,0.342,0,1.663,0.076,0
1511052300,10410,12.59,-6.002,78,1.397,2.2,0.55,15,0,0,0,0,0,0,0,-5.282,0.336,61.29,3.363,0,0,0,0,0,51.16,6.46,6.46,21.53,-6.087,0.131,-5.58,0.075,-3.207,0.177,12.38,0.117,0,0,1.955,0.002497999,0.1232789,0.002589859,189,4.775,0.342,0,1.674,0.068,0
1511053200,10411,12.61,-6.094,85,1.913,2.69,0.516,15,0,0,0,0,0,0,0,-5.779,0.334,64.16,3.051,0,0,0,0,0,51.16,6.46,6.46,21.53,-6.187,0.12,-5.82,0.105,-3.64,0.15,12.4,0.115,0,0,1.954,0.002494446,0.1266738,0.002474836,194,4.582,0.342,0,1.674,0.112,0
1511054100,10412,12.59,-6.233,73,1.629,2.66,0.456,15,0,0,0,0,0,0,0,-5.382,0.264,64.38,2.906,0,0,0,0,0,51.16,6.46,6.46,21.53,-6.447,0.081,-6,0,-3.62,0.147,12.41,0.1,0,0,1.954,0.00268328,0.1271688,0.002726894,186,5.476,0.342,0,1.594,0.119,0
1511055000,10413,12.61,-6.334,81,1.994,2.83,0.478,15,0,0,0,0,0,0,0,-6.057,0.217,59.11,2.357,0,0,0,0,0,51.16,6.46,6.46,21.53,-6.5,0.137,-6.113,0.088,-4.04,0.196,12.41,0.093,0,0,1.948,0.002729293,0.1325998,0.002519913,184,14.64,0.342,0,1.617,0.138,0
