TOA5,HiResAlp_P2 IP,CR1000,E8795,CR1000.Std.27.04,CPU:P2_Hourly_171031.CR1,17058,P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Batt_V_Min,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_air_Avg,T_air_Std,RH_Avg,RH_Std,Surf_Tbody_Avg,Surf_Tbody_Std,Surf_T0_Avg,Surf_T0_Std,Surf_T_Avg,Surf_T_Std,Precip_T_Int15_Tot,SWC_P_A_02_Avg,SWC_P_A_02_Std,SWC_WC_A_02_Avg,SWC_WC_A_02_Std,SWC_ST_A_02_Avg,SWC_ST_A_02_Std,SWC_P_A_05_Avg,SWC_P_A_05_Std,SWC_WC_A_05_Avg,SWC_WC_A_05_Std,SWC_ST_A_05_Avg,SWC_ST_A_05_Std,SWC_P_A_20_Avg,SWC_P_A_20_Std,SWC_WC_A_20_Avg,SWC_WC_A_20_Std,SWC_ST_A_20_Avg,SWC_ST_A_20_Std,SWC_P_B_02_Avg,SWC_P_B_02_Std,SWC_WC_B_02_Avg,SWC_WC_B_02_Std,SWC_ST_B_02_Avg,SWC_ST_B_02_Std,SWC_P_B_05_Avg,SWC_P_B_05_Std,SWC_WC_B_05_Avg,SWC_WC_B_05_Std,SWC_ST_B_05_Avg,SWC_ST_B_05_Std,SWC_P_B_20_Avg,SWC_P_B_20_Std,SWC_WC_B_20_Avg,SWC_WC_B_20_Std,SWC_ST_B_20_Avg,SWC_ST_B_20_Std,SWC_P_C_02_Avg,SWC_P_C_02_Std,SWC_WC_C_02_Avg,SWC_WC_C_02_Std,SWC_ST_C_02_Avg,SWC_ST_C_02_Std,SWC_P_C_05_Avg,SWC_P_C_05_Std,SWC_WC_C_05_Avg,SWC_WC_C_05_Std,SWC_ST_C_05_Avg,SWC_ST_C_05_Std,SWC_P_C_20_Avg,SWC_P_C_20_Std,SWC_WC_C_20_Avg,SWC_WC_C_20_Std,SWC_ST_C_20_Avg,SWC_ST_C_20_Std,PAR_Up_Avg,PAR_Up_Std,PAR_Soil_In_Avg,PAR_Soil_In_Std,PAR_Soil_Out_Avg,PAR_Soil_Out_Std,NDVI_Down_Red_Avg,NDVI_Down_Red_Std,NDVI_Down_NIR_Avg,NDVI_Down_NIR_Std,NDVI_Down_Tilt_Avg,PRI_Down_Green_Avg,PRI_Down_Green_Std,PRI_Down_Yellow_Avg,PRI_Down_Yellow_Std,PRI_Down_Tilt_Avg
2017-01-11 23:30:00,27816,12.71,-4.926,322.9,1.487,NaN,0.532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.324,0.271,87.6,NaN,-2.377,0.298,-2.977,0.204,-2.833,0.197,0,NaN,NaN,0.077,0,-0.612,0.023,NaN,NaN,0.087,0,-0.319,0.032,NaN,NaN,0.118,0,0.559,0.024,NaN,NaN,0.076,0,-0.96,0.021,NaN,NaN,0.072,0,-0.435,0.025,NaN,NaN,0.156,0,0.358,0.013,NaN,NaN,0.072,0,-0.705,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.528,0.023,-3.386,0,-2.257,1.596,-3.386,0,0,0,0,0,1,0,0,0,0,1
2017-01-11 23:45:00,27817,12.71,-4.005,320.8,2.24,NaN,0.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.653,0.22,81.2,NaN,-1.531,0.251,-2.337,0.159,-2.207,0.153,0,NaN,NaN,0.077,0,-0.584,0.023,NaN,NaN,0.087,0,-0.307,0.02,NaN,NaN,0.118,0,0.564,0.019,NaN,NaN,0.076,0,-0.933,0.019,NaN,NaN,0.072,0,-0.434,0.017,NaN,NaN,0.156,0,0.35,0.019,NaN,NaN,0.072,0,-0.69,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.527,0.026,-3.385,0,-2.257,1.596,-3.385,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 00:00:00,27818,12.71,-3.112,311,2.118,NaN,0.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.229,0.073,80.9,NaN,-0.96,0.093,-2.016,0.052,-1.899,0.05,0,NaN,NaN,0.077,0,-0.55,0.028,NaN,NaN,0.087,0,-0.296,0.026,NaN,NaN,0.118,0,0.553,0.025,NaN,NaN,0.076,0,-0.931,0.027,NaN,NaN,0.072,0,-0.43,0.027,NaN,NaN,0.155,0,0.364,0.015,NaN,NaN,0.072,0,-0.678,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.532,0.013,-3.385,0,-1.58,1.689,-3.385,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 00:15:00,27819,12.7,-2.397,337.1,2.088,NaN,0.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.513,0.233,80.6,NaN,-1.013,0.14,-2.061,0.056,-1.945,0.052,0,NaN,NaN,0.077,0,-0.515,0.021,NaN,NaN,0.087,0,-0.292,0.028,NaN,NaN,0.118,0,0.565,0.024,NaN,NaN,0.076,0,-0.891,0.026,NaN,NaN,0.072,0,-0.424,0.016,NaN,NaN,0.155,0,0.36,0.019,NaN,NaN,0.072,0,-0.657,0.026,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.547,0.025,-3.385,0,-2.256,1.595,-3.385,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 00:30:00,27820,12.7,-1.879,332.8,2.17,NaN,0.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.013,0.093,80.3,NaN,-0.755,0.139,-1.916,0.045,-1.806,0.041,0,NaN,NaN,0.077,0,-0.486,0.015,NaN,NaN,0.087,0,-0.261,0.022,NaN,NaN,0.118,0,0.56,0.02,NaN,NaN,0.077,0,-0.875,0.029,NaN,NaN,0.072,0,-0.424,0.019,NaN,NaN,0.155,0,0.363,0.017,NaN,NaN,0.072,0,-0.651,0.024,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.101,0,0.532,0.03,-3.384,0,-2.482,1.497,-3.384,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 00:45:00,27821,12.7,-1.469,337.6,2.811,NaN,0.215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.552,0.108,85.6,NaN,-0.931,0.106,-2.019,0.034,-1.905,0.032,0,NaN,NaN,0.078,0,-0.455,0.015,NaN,NaN,0.087,0,-0.249,0.027,NaN,NaN,0.118,0,0.565,0.025,NaN,NaN,0.077,0,-0.874,0.031,NaN,NaN,0.072,0,-0.421,0.019,NaN,NaN,0.155,0,0.36,0.016,NaN,NaN,0.072,0,-0.629,0.018,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.529,0.028,-3.384,0,-2.482,1.496,-3.384,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 01:00:00,27822,12.7,-1.224,324.1,3.092,NaN,0.159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06,0.396,73.43,NaN,-0.66,0.292,-1.83,0.13,-1.72,0.122,0,NaN,NaN,0.078,0,-0.434,0.015,NaN,NaN,0.088,0,-0.239,0.033,NaN,NaN,0.118,0,0.563,0.024,NaN,NaN,0.077,0,-0.844,0.023,NaN,NaN,0.072,0,-0.425,0.023,NaN,NaN,0.155,0,0.36,0.02,NaN,NaN,0.072,0,-0.619,0.025,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.531,0.027,-3.384,0,-2.933,1.15,-3.384,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 01:15:00,27823,12.7,-0.943,1.201,3.034,NaN,0.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.352,0.374,76.27,NaN,-0.279,0.164,-1.747,0.067,-1.653,0.067,0,NaN,NaN,0.078,0,-0.424,0.018,NaN,NaN,0.088,0,-0.232,0.023,NaN,NaN,0.118,0,0.567,0.035,NaN,NaN,0.077,0,-0.829,0.017,NaN,NaN,0.072,0,-0.425,0.027,NaN,NaN,0.155,0,0.36,0.022,NaN,NaN,0.073,0,-0.6,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.529,0.028,-3.384,0,-1.579,1.688,-3.384,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 01:30:00,27824,12.68,-0.684,318.2,2.661,NaN,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.549,0.322,66.79,NaN,-0.026,0.204,-1.747,0.074,-1.667,0.071,0,NaN,NaN,0.078,0,-0.413,0.018,NaN,NaN,0.087,0,-0.216,0.025,NaN,NaN,0.118,0,0.576,0.033,NaN,NaN,0.077,0,-0.819,0.024,NaN,NaN,0.072,0,-0.416,0.017,NaN,NaN,0.155,0,0.364,0.012,NaN,NaN,0.073,0,-0.597,0.027,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.532,0.011,-3.384,0,-2.932,1.15,-3.384,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 01:45:00,27825,12.68,-0.452,309,2.707,NaN,0.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.611,0.274,65.91,NaN,0.142,0.118,-1.759,0.06,-1.688,0.062,0,NaN,NaN,0.078,0,-0.398,0.015,NaN,NaN,0.088,0,-0.21,0.024,NaN,NaN,0.118,0,0.578,0.027,NaN,NaN,0.077,0,-0.8,0.028,NaN,NaN,0.073,0,-0.416,0.017,NaN,NaN,0.155,0,0.359,0.023,NaN,NaN,0.073,0,-0.583,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.536,0.028,-3.384,0,-2.256,1.595,-3.384,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 02:00:00,27826,12.67,-0.24,301.4,4.101,NaN,0.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.332,0.183,61.1,NaN,0.832,0.248,-1.84,0.142,-1.811,0.162,0,NaN,NaN,0.078,0,-0.379,0.019,NaN,NaN,0.087,0,-0.209,0.027,NaN,NaN,0.118,0,0.557,0.033,NaN,NaN,0.077,0,-0.79,0.018,NaN,NaN,0.073,0,-0.409,0.03,NaN,NaN,0.155,0,0.355,0.02,NaN,NaN,0.073,0,-0.585,0.029,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.541,0.028,-3.383,0,-3.383,0,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 02:15:00,27827,12.67,0.021,295.8,5.039,NaN,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.793,0.171,54.13,NaN,1.397,0.132,-2.035,0.077,-2.047,0.08,0,NaN,NaN,0.078,0,-0.39,0.016,NaN,NaN,0.087,0,-0.202,0.017,NaN,NaN,0.118,0,0.555,0.026,NaN,NaN,0.077,0,-0.768,0.026,NaN,NaN,0.073,0,-0.416,0.018,NaN,NaN,0.155,0,0.359,0.013,NaN,NaN,0.073,0,-0.565,0.026,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.535,0.021,-3.383,0,-3.158,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 02:30:00,27828,12.66,0.3,277.4,4.665,NaN,0.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.917,0.176,49.32,NaN,1.619,0.085,-2.405,0.206,-2.454,0.222,0,NaN,NaN,0.079,0,-0.386,0.02,NaN,NaN,0.087,0,-0.194,0.019,NaN,NaN,0.118,0,0.578,0.026,NaN,NaN,0.077,0,-0.772,0.023,NaN,NaN,0.073,0,-0.409,0.02,NaN,NaN,0.155,0,0.349,0.022,NaN,NaN,0.073,0,-0.567,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.534,0.032,-3.383,0,-3.383,0,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 02:45:00,27829,12.65,0.471,291.7,3.803,NaN,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.78,0.308,53.04,NaN,1.509,0.145,-3.198,0.246,-3.302,0.263,0,NaN,NaN,0.079,0,-0.395,0.014,NaN,NaN,0.087,0,-0.197,0.025,NaN,NaN,0.118,0,0.564,0.025,NaN,NaN,0.077,0,-0.768,0.017,NaN,NaN,0.073,0,-0.41,0.019,NaN,NaN,0.155,0,0.35,0.017,NaN,NaN,0.073,0,-0.575,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.541,0.03,-3.383,0,-1.579,1.688,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 03:00:00,27830,12.65,0.483,309.8,3.283,NaN,0.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.579,0.202,53.17,NaN,1.256,0.09,-3.233,0.172,-3.327,0.184,0,NaN,NaN,0.079,0,-0.403,0.02,NaN,NaN,0.087,0,-0.203,0.03,NaN,NaN,0.118,0,0.574,0.022,NaN,NaN,0.077,0,-0.774,0.021,NaN,NaN,0.073,0,-0.405,0.015,NaN,NaN,0.155,0,0.366,0.021,NaN,NaN,0.073,0,-0.59,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.552,0.021,-3.383,0,-3.157,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 03:15:00,27831,12.64,0.462,263.8,3.104,NaN,0.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.56,0.156,50.2,NaN,1.21,0.053,-3.156,0.105,-3.24,0.112,0,NaN,NaN,0.079,0,-0.419,0.018,NaN,NaN,0.087,0,-0.2,0.025,NaN,NaN,0.118,0,0.577,0.02,NaN,NaN,0.077,0,-0.775,0.026,NaN,NaN,0.073,0,-0.397,0.018,NaN,NaN,0.155,0,0.357,0.014,NaN,NaN,0.073,0,-0.583,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.542,0.027,-3.383,0,-2.932,1.15,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 03:30:00,27832,12.63,0.442,292.1,3.023,NaN,0.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.548,0.272,53.85,NaN,1.251,0.147,-3.373,0.233,-3.477,0.246,0,NaN,NaN,0.079,0,-0.444,0.015,NaN,NaN,0.088,0,-0.199,0.02,NaN,NaN,0.118,0,0.574,0.03,NaN,NaN,0.077,0,-0.775,0.021,NaN,NaN,0.073,0,-0.383,0.025,NaN,NaN,0.155,0,0.36,0.021,NaN,NaN,0.073,0,-0.603,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.547,0.02,-3.383,0,-2.706,1.353,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 03:45:00,27833,12.62,0.403,287.8,3.208,NaN,0.526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.638,0.188,51.28,NaN,1.236,0.123,-3.114,0.333,-3.197,0.353,0,NaN,NaN,0.079,0,-0.458,0.021,NaN,NaN,0.088,0,-0.213,0.026,NaN,NaN,0.118,0,0.58,0.018,NaN,NaN,0.077,0,-0.773,0.021,NaN,NaN,0.073,0,-0.401,0.023,NaN,NaN,0.155,0,0.346,0.017,NaN,NaN,0.073,0,-0.608,0.024,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.554,0.02,-3.383,0,-3.157,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 04:00:00,27834,12.61,0.442,318.2,3.886,NaN,0.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.796,0.134,50.33,NaN,1.482,0.068,-2.447,0.111,-2.492,0.117,0,NaN,NaN,0.079,0,-0.458,0.021,NaN,NaN,0.088,0,-0.211,0.025,NaN,NaN,0.118,0,0.564,0.029,NaN,NaN,0.077,0,-0.772,0.025,NaN,NaN,0.073,0,-0.398,0.025,NaN,NaN,0.155,0,0.353,0.023,NaN,NaN,0.073,0,-0.623,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.551,0.018,-3.383,0,-3.157,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 04:15:00,27835,12.61,0.605,323.4,4.423,NaN,0.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,0.168,54.12,NaN,1.642,0.116,-2.413,0.154,-2.464,0.159,0,NaN,NaN,0.079,0,-0.456,0.017,NaN,NaN,0.087,0,-0.2,0.026,NaN,NaN,0.118,0,0.562,0.025,NaN,NaN,0.077,0,-0.771,0.029,NaN,NaN,0.073,0,-0.384,0.028,NaN,NaN,0.155,0,0.352,0.02,NaN,NaN,0.073,0,-0.622,0.026,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.531,0.02,-3.383,0,-2.932,1.15,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 04:30:00,27836,12.6,0.698,317.4,4.03,NaN,0.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.676,0.109,53.17,NaN,1.388,0.027,-2.587,0.133,-2.638,0.143,0,NaN,NaN,0.079,0,-0.452,0.015,NaN,NaN,0.088,0,-0.205,0.019,NaN,NaN,0.118,0,0.569,0.029,NaN,NaN,0.077,0,-0.767,0.012,NaN,NaN,0.073,0,-0.39,0.009,NaN,NaN,0.155,0,0.345,0.016,NaN,NaN,0.073,0,-0.616,0.024,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.542,0.017,-3.382,0,-3.157,0.844,-3.382,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 04:45:00,27837,12.59,0.689,324.6,2.724,NaN,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.648,0.098,51.48,NaN,1.303,0.034,-3.389,0.196,-3.498,0.212,0,NaN,NaN,0.079,0,-0.451,0.017,NaN,NaN,0.088,0,-0.205,0.021,NaN,NaN,0.118,0,0.579,0.033,NaN,NaN,0.077,0,-0.758,0.018,NaN,NaN,0.073,0,-0.388,0.013,NaN,NaN,0.155,0,0.353,0.011,NaN,NaN,0.073,0,-0.626,0.022,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.551,0.014,-3.382,0,-2.706,1.353,-3.382,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 05:00:00,27838,12.6,0.598,349.7,2.745,NaN,0.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.433,0.13,51.14,NaN,1.15,0.058,-4.035,0.162,-4.189,0.176,0,NaN,NaN,0.079,0,-0.455,0.021,NaN,NaN,0.088,0,-0.212,0.017,NaN,NaN,0.118,0,0.581,0.034,NaN,NaN,0.077,0,-0.766,0.015,NaN,NaN,0.073,0,-0.392,0.023,NaN,NaN,0.155,0,0.345,0.026,NaN,NaN,0.073,0,-0.617,0.03,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.535,0.029,-3.382,0,-2.931,1.15,-3.382,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 05:15:00,27839,12.58,0.443,328,2.671,NaN,0.421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.284,0.317,48.71,NaN,0.964,0.165,-4.076,0.249,-4.223,0.269,0,NaN,NaN,0.079,0,-0.474,0.017,NaN,NaN,0.088,0,-0.211,0.036,NaN,NaN,0.118,0,0.588,0.022,NaN,NaN,0.077,0,-0.775,0.022,NaN,NaN,0.073,0,-0.382,0.02,NaN,NaN,0.155,0,0.353,0.013,NaN,NaN,0.073,0,-0.622,0.019,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.549,0.019,-3.382,0,-2.931,1.15,-3.382,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 05:30:00,27840,12.59,0.29,277.6,1.896,NaN,0.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.477,0.153,50.27,NaN,1.063,0.085,-4.455,0.416,-4.642,0.452,0,NaN,NaN,0.079,0,-0.494,0.015,NaN,NaN,0.088,0,-0.213,0.024,NaN,NaN,0.118,0,0.58,0.031,NaN,NaN,0.077,0,-0.775,0.027,NaN,NaN,0.073,0,-0.375,0.017,NaN,NaN,0.155,0,0.356,0.019,NaN,NaN,0.073,0,-0.628,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.542,0.03,-3.383,0,-3.157,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 05:45:00,27841,12.59,0.12,328,1.602,NaN,0.461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.739,0.367,56.29,NaN,0.552,0.239,-4.932,0.231,-5.131,0.26,0,NaN,NaN,0.079,0,-0.51,0.02,NaN,NaN,0.088,0,-0.222,0.019,NaN,NaN,0.118,0,0.569,0.024,NaN,NaN,0.077,0,-0.783,0.021,NaN,NaN,0.073,0,-0.384,0.02,NaN,NaN,0.155,0,0.356,0.017,NaN,NaN,0.073,0,-0.64,0.034,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.555,0.028,-3.383,0,-2.706,1.353,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 06:00:00,27842,12.57,-0.145,312,1.884,NaN,0.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.852,0.231,51.35,NaN,0.386,0.133,-5,0.266,-5.196,0.297,0,NaN,NaN,0.079,0,-0.53,0.022,NaN,NaN,0.088,0,-0.231,0.02,NaN,NaN,0.118,0,0.575,0.029,NaN,NaN,0.077,0,-0.776,0.026,NaN,NaN,0.073,0,-0.375,0.019,NaN,NaN,0.155,0,0.345,0.021,NaN,NaN,0.073,0,-0.648,0.018,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.548,0.023,-3.383,0,-2.706,1.353,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 06:15:00,27843,12.57,-0.34,314.6,2.103,NaN,0.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.007,0.43,54.2,NaN,0.629,0.153,-5.068,0.225,-5.285,0.245,0,NaN,NaN,0.079,0,-0.557,0.027,NaN,NaN,0.088,0,-0.241,0.028,NaN,NaN,0.118,0,0.559,0.026,NaN,NaN,0.077,0,-0.809,0.034,NaN,NaN,0.073,0,-0.388,0.026,NaN,NaN,0.155,0,0.345,0.017,NaN,NaN,0.073,0,-0.676,0.02,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.54,0.028,-3.383,0,-3.158,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 06:30:00,27844,12.56,-0.475,355,1.749,NaN,0.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.772,0.201,54.27,NaN,0.37,0.056,-4.94,0.356,-5.13,0.388,0,NaN,NaN,0.078,0,-0.574,0.014,NaN,NaN,0.087,0,-0.24,0.022,NaN,NaN,0.118,0,0.579,0.029,NaN,NaN,0.077,0,-0.805,0.019,NaN,NaN,0.073,0,-0.386,0.017,NaN,NaN,0.155,0,0.359,0.016,NaN,NaN,0.073,0,-0.672,0.017,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.548,0.021,-3.383,0,-2.707,1.353,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 06:45:00,27845,12.56,-0.553,281.2,2.87,NaN,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.008,0.87,43.38,NaN,0.469,0.521,-3.141,0.477,-3.184,0.488,0,NaN,NaN,0.078,0,-0.594,0.023,NaN,NaN,0.087,0,-0.252,0.024,NaN,NaN,0.118,0,0.585,0.029,NaN,NaN,0.077,0,-0.818,0.02,NaN,NaN,0.073,0,-0.381,0.017,NaN,NaN,0.154,0,0.348,0.018,NaN,NaN,0.073,0,-0.684,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.545,0.019,-3.383,0,-2.932,1.15,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 07:00:00,27846,12.56,-0.303,255.9,2.156,NaN,0.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.081,0.235,45.88,NaN,1.733,0.108,-2.709,0.26,-2.786,0.278,0,NaN,NaN,0.078,0,-0.591,0.015,NaN,NaN,0.087,0,-0.264,0.023,NaN,NaN,0.118,0,0.582,0.025,NaN,NaN,0.077,0,-0.821,0.021,NaN,NaN,0.073,0,-0.386,0.022,NaN,NaN,0.154,0,0.354,0.026,NaN,NaN,0.073,0,-0.675,0.021,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.552,0.026,-3.383,0,-2.932,1.15,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 07:15:00,27847,12.55,0.014,290.3,2.896,NaN,0.497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.924,0.192,45.6,NaN,1.612,0.079,-2.44,0.082,-2.491,0.09,0,NaN,NaN,0.078,0,-0.563,0.023,NaN,NaN,0.087,0,-0.251,0.026,NaN,NaN,0.118,0,0.579,0.016,NaN,NaN,0.077,0,-0.807,0.02,NaN,NaN,0.073,0,-0.378,0.02,NaN,NaN,0.154,0,0.359,0.016,NaN,NaN,0.073,0,-0.685,0.025,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.556,0.024,-3.383,0,-2.932,1.15,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 07:30:00,27848,12.55,0.286,304.3,3.46,NaN,0.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.147,0.273,44.38,NaN,1.767,0.173,-2.84,0.241,-2.93,0.267,0,NaN,NaN,0.078,0,-0.545,0.018,NaN,NaN,0.087,0,-0.256,0.027,NaN,NaN,0.118,0,0.586,0.024,NaN,NaN,0.077,0,-0.798,0.024,NaN,NaN,0.073,0,-0.377,0.017,NaN,NaN,0.154,0,0.356,0.018,NaN,NaN,0.073,0,-0.675,0.023,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.546,0.021,-3.383,0,-3.157,0.844,-3.383,0,0,0,0,0,1,0,0,0,0,1
2017-01-12 07:45:00,27849,12.55,0.445,308.2,3.085,NaN,0.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.658,0.274,43.44,NaN,1.442,0.173,-3.72,0.32,-3.864,0.346,0,NaN,NaN,0.078,0,-0.521,0.018,NaN,NaN,0.087,0,-0.24,0.029,NaN,NaN,0.118,0,0.57,0.023,NaN,NaN,0.077,0,-0.791,0.019,NaN,NaN,0.073,0,-0.38,0.023,NaN,NaN,0.154,0,0.358,0.019,NaN,NaN,0.073,0,-0.657,0.014,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.1,0,0.554,0.028,-2.481,1.496,-1.579,1.688,-3.383,0,0,0,0,0,1,0,0,0,0,1
